City_ID,City,Lat,Lng,Max Temp,Humidity,Clouds,Wind,Country,Date
463,Anadyr,64.75,177.4833,19.9,92,75,2.24,RU,1645756093
464,Selikhino,50.3672,137.4996,14.58,90,100,12.21,RU,1645756094
465,Aquin,18.2833,-73.4,76.3,75,27,1.83,HT,1645756094
466,Cartagena,10.3997,-75.5144,78.42,73,0,12.66,CO,1645756095
467,Alice Springs,-23.7,133.8833,96.22,43,1,8.05,AU,1645756095
468,Novy Urengoy,66.0833,76.6333,16.07,96,100,7.94,RU,1645756095
469,San Vicente,-26.6167,-54.1333,66.11,98,20,2.75,AR,1645756096
470,Methóni,36.8197,21.7049,48.22,52,0,4.45,GR,1645756096
471,Zhigansk,66.7697,123.3711,-2.87,94,100,17.22,RU,1645756097
472,Monroe,43.1501,-77.6831,23.2,75,0,11.5,US,1645756040
473,Ippy,6.2679,21.2247,73.08,19,3,5.12,CF,1645756097
474,Khilok,51.3674,110.4676,15.24,84,85,12.26,RU,1645756098
475,Havre-St-Pierre,50.2334,-63.5986,10.99,51,0,12.66,CA,1645756098
476,Lakselv,70.0513,24.9718,21.02,79,75,4.61,NO,1645756099
477,Guerrero Negro,27.9769,-114.0611,60.62,48,40,13.69,MX,1645756099
478,Codrington,-38.2667,141.9667,66.56,54,5,18.3,AU,1645756100
479,La Carlota,10.4233,122.9208,85.59,57,81,13.27,PH,1645756100
480,Esna,25.2934,32.554,53.62,63,0,7.31,EG,1645756101
481,Bogovarovo,58.9785,47.0246,16.14,94,62,8.93,RU,1645756101
482,Launceston,-41.45,147.1667,74.84,46,75,17.27,AU,1645756101
483,Hamina,60.5697,27.1979,36.68,92,100,19.33,FI,1645756102
484,Ulaanbaatar,47.9077,106.8832,14.13,67,47,0.0,MN,1645756102
485,Jucás,-6.5253,-39.5275,71.4,90,54,2.53,BR,1645756103
486,Samarai,-10.6167,150.6667,84.38,72,86,9.69,PG,1645756103
487,Sept-Îles,50.2001,-66.3821,2.05,68,0,5.01,CA,1645756104
488,Latung,5.5,120.8833,82.08,73,100,12.19,PH,1645756104
489,Dubbo,-32.25,148.6167,80.73,61,100,11.5,AU,1645755880
490,Zhangye,38.9342,100.4517,31.44,31,0,4.7,CN,1645756105
491,Kasongo,-4.45,26.6667,64.29,98,75,1.86,CD,1645756105
492,Abnūb,27.2696,31.1511,52.02,71,0,5.88,EG,1645756106
493,Tabuny,52.7773,78.7896,25.09,93,100,9.33,RU,1645756106
494,Vila Franca do Campo,37.7167,-25.4333,58.19,80,93,7.2,PT,1645756107
495,Assiut,27.181,31.1837,51.98,72,0,6.04,EG,1645756107
496,Lady Frere,-31.7031,27.2329,62.55,92,68,2.51,ZA,1645756107
497,Bacungan,9.9106,118.7022,84.85,64,96,6.46,PH,1645756108
498,Dergachi,51.2328,48.7659,26.55,99,100,5.37,RU,1645756108
499,Starodzhereliyevskaya,45.476,38.2968,45.28,81,100,8.39,RU,1645756109
500,Kem',64.9555,34.5793,34.29,77,100,17.83,RU,1645756109
501,Morondava,-20.2833,44.2833,78.12,84,44,2.39,MG,1645756110
502,Wanaka,-44.7,169.15,74.1,38,0,1.99,NZ,1645756110
503,Vostok,46.4856,135.8833,18.99,86,100,6.2,RU,1645756110
504,Pattoki,31.0167,73.85,52.38,71,15,6.22,PK,1645756111
505,Wyndham,37.6985,-77.6125,37.98,79,100,8.99,US,1645756111
506,Salalah,17.0151,54.0924,69.89,68,0,1.14,OM,1645756112
507,Jūrmala,56.968,23.7704,37.42,75,75,18.41,LV,1645756112
508,Suntar,62.1444,117.6319,-5.01,89,10,7.7,RU,1645756112
509,Nicoya,10.1483,-85.452,80.15,61,5,6.67,CR,1645756113
510,Sechura,-5.5569,-80.8222,74.75,71,100,10.54,PE,1645756113
511,La Santisima Trinidad,-14.8333,-64.9,74.43,97,100,3.29,BO,1645756114
512,Shaping,22.7545,112.9565,57.94,56,0,6.29,CN,1645756114
513,Mayo,38.8876,-76.5119,34.95,90,100,8.01,US,1645756115
514,Xiaoyi,34.6178,109.703,48.42,47,4,2.21,CN,1645756115
515,Jining,35.405,116.5814,48.49,42,0,12.12,CN,1645756116
516,Copiapó,-27.3667,-70.3333,68.61,58,0,2.57,CL,1645755909
517,Sheridan,44.8333,-106.9173,14.65,69,75,5.75,US,1645756116
518,Qeshm,26.9581,56.2719,60.67,71,0,1.14,IR,1645756117
519,Danielskuil,-28.1887,23.5395,67.21,30,4,4.85,ZA,1645756117
520,Alpena,45.0617,-83.4327,19.54,75,100,7.0,US,1645756118
521,Port Lincoln,-34.7333,135.8667,69.13,64,71,18.01,AU,1645756118
522,Vila Velha,-20.3297,-40.2925,77.95,88,75,2.3,BR,1645756119
523,Gamba,-2.65,10.0,78.37,84,100,2.33,GA,1645756119
524,Kutum,14.2,24.6667,54.97,22,6,8.12,SD,1645756120
525,Aykhal,66.0,111.5,-13.56,100,100,6.8,RU,1645756120
526,Haines Junction,60.7522,-137.5108,22.95,68,95,2.3,CA,1645756120
527,Dembī Dolo,8.5333,34.8,64.54,39,100,3.62,ET,1645756121
528,Kampot,10.6167,104.1833,78.85,58,100,15.23,KH,1645756023
529,Tambopata,-12.7333,-69.1833,73.58,98,95,1.39,PE,1645756121
530,Seymchan,62.8833,152.4333,-6.18,95,100,8.63,RU,1645756122
531,Kamenka,51.3223,42.7678,17.74,96,83,7.18,RU,1645756122
532,Skjervøy,70.0311,20.9714,27.46,92,100,8.61,NO,1645756123
533,Panacan,9.2463,118.4082,83.8,70,100,15.73,PH,1645756123
534,Boyabat,41.4689,34.7667,47.3,95,100,3.42,TR,1645756124
535,Sungai Penuh,-2.0833,101.3833,74.91,53,79,1.34,ID,1645756124
536,Ajdabiya,30.7554,20.2263,56.44,65,99,11.16,LY,1645756124
537,Edinburgh,55.9521,-3.1965,38.77,84,75,8.05,GB,1645756125
538,Antalaha,-14.9003,50.2788,75.02,93,100,5.17,MG,1645756126
539,Carlsbad,33.1581,-117.3506,57.63,45,0,9.22,US,1645755924
540,Aloleng,16.1307,119.7824,84.47,58,2,6.76,PH,1645756126
541,Dhidhdhoo,6.8833,73.1,81.59,73,13,9.8,MV,1645756127
542,Merauke,-8.4667,140.3333,80.1,81,100,15.08,ID,1645756127
543,Iwanai,42.9744,140.5089,32.9,81,100,15.88,JP,1645756128
544,Rosetta,31.4044,30.4164,49.82,84,99,24.52,EG,1645756128
545,Bordighera,43.7806,7.6645,50.14,61,55,5.61,IT,1645756129
546,Oakdale,44.963,-92.9649,12.85,84,100,6.91,US,1645755907
547,Ninghai,29.2892,121.4247,51.73,61,6,4.29,CN,1645756129
548,Innisfail,-17.5333,146.0333,86.4,65,69,6.29,AU,1645756129
549,Nizhnyaya Tavda,57.6731,66.1725,10.26,98,98,4.68,RU,1645756130
550,Chokwé,-24.5333,32.9833,69.24,95,4,5.12,MZ,1645756130
551,Quelimane,-17.8786,36.8883,78.75,83,75,0.0,MZ,1645756131
552,Kahului,20.8947,-156.47,84.22,64,40,17.27,US,1645756131
553,Gimli,50.6336,-96.9907,-9.38,77,23,5.75,CA,1645756131
554,Praia da Vitória,38.7333,-27.0667,56.75,88,40,11.03,PT,1645756132
555,Kununurra,-15.7667,128.7333,89.58,58,75,8.05,AU,1645756132
556,Borzya,50.3833,116.5167,14.02,86,44,14.67,RU,1645756133
557,Camacha,33.0833,-16.3333,57.96,82,75,12.66,PT,1645756133
558,Houston,29.7633,-95.3633,41.0,87,100,16.11,US,1645755981
559,Canutama,-6.5339,-64.3831,73.98,97,96,2.98,BR,1645756134
560,Batagay,67.6333,134.6333,-6.97,97,100,2.3,RU,1645756134
561,Peniche,39.3558,-9.3811,58.48,90,100,6.22,PT,1645756135
562,Chulym,55.0997,80.9572,28.96,93,100,14.45,RU,1645756135
563,Bilibino,68.0546,166.4372,9.81,83,100,4.14,RU,1645756136
564,Sur,22.5667,59.5289,70.61,60,88,3.11,OM,1645756136
565,Kruisfontein,-34.0033,24.7314,72.88,97,57,5.23,ZA,1645756137
566,Mersing,2.4312,103.8405,76.91,94,20,5.75,MY,1645756137
567,Itarema,-2.9248,-39.9167,81.01,79,94,14.03,BR,1645756138
568,Micheweni,-4.9667,39.8333,80.08,83,100,9.53,TZ,1645756138
569,Inuvik,68.3499,-133.7218,5.86,61,100,4.61,CA,1645756139
570,Shingū,33.7333,135.9833,47.39,27,0,1.28,JP,1645756139
571,Paraguaçu,-21.5472,-45.7375,68.02,91,44,4.09,BR,1645756131
572,Jacareacanga,-6.2222,-57.7528,73.6,93,100,1.95,BR,1645756140
573,Medvedka,61.1629,46.387,23.27,86,100,13.2,RU,1645756140
574,Morazán,15.3167,-87.6,74.97,97,35,2.21,HN,1645756140
575,Tommot,58.9564,126.2925,19.31,90,100,9.73,RU,1645756141
576,Tabuk,17.4189,121.4443,72.21,90,100,4.68,PH,1645756141
577,Presidente Epitácio,-21.7633,-52.1156,78.71,74,46,6.58,BR,1645756142
578,Mehamn,71.0357,27.8492,28.18,93,81,16.78,NO,1645756142
579,Olinda,-8.0089,-34.8553,82.13,74,40,6.91,BR,1645756143
580,Coro,11.4045,-69.6734,75.15,84,75,13.38,VE,1645756143
581,Raudeberg,61.9875,5.1352,38.07,93,93,15.59,NO,1645756143
582,Ordzhonīkīdze,52.4411,61.7408,17.47,97,50,7.52,KZ,1645756144
583,Cedral,23.8,-100.7333,70.68,37,1,11.27,MX,1645756144
584,Barkhan,29.8977,69.5256,52.5,37,0,1.54,PK,1645756145
585,Iqaluit,63.7506,-68.5145,-25.87,68,100,16.11,CA,1645756145
586,Kismayo,-0.3582,42.5454,77.47,87,100,10.0,SO,1645756146
587,Vila,42.0304,-8.1588,43.34,83,100,7.16,PT,1645756146
588,Ilulissat,69.2167,-51.1,-23.22,95,100,2.89,GL,1645756147
589,Warri,5.5167,5.75,78.69,88,7,1.05,NG,1645756147
590,Terdāl,16.5,75.05,71.98,35,42,4.09,IN,1645756147
591,Yicheng,31.3705,119.8703,44.13,59,0,11.72,CN,1645756148
592,Alta Floresta,-9.8756,-56.0861,73.76,94,98,2.28,BR,1645756148
593,Puerto Palomas,31.7667,-107.6167,43.93,22,2,8.9,MX,1645756149
594,Moyale,3.5167,39.0584,70.92,50,100,5.82,KE,1645756149
595,Mahon,39.8885,4.2658,46.96,100,0,8.05,ES,1645756150
596,Gladstone,-23.85,151.25,87.73,51,75,6.91,AU,1645756150
597,Trairi,-3.2778,-39.2689,78.49,87,98,9.4,BR,1645756150
598,Namatanai,-3.6667,152.4333,81.84,79,89,6.69,PG,1645756151
599,Dromolaxia,34.8761,33.586,54.99,87,40,4.61,CY,1645756151
600,Hanmer Springs,-42.5167,172.8167,68.76,52,8,6.04,NZ,1645756152
601,Obo,5.3998,26.4869,69.28,22,93,3.2,CF,1645756152
602,Ardabil,38.2498,48.2933,24.35,100,0,0.0,IR,1645756153
603,Qaqortoq,60.7167,-46.0333,23.5,85,100,7.78,GL,1645756151
604,Ndola,-12.9587,28.6366,60.91,97,100,2.89,ZM,1645756153
605,Bom Jesus do Galho,-19.8289,-42.3161,72.19,92,3,3.33,BR,1645756154
606,Moultrie,31.1799,-83.7891,70.83,73,0,3.44,US,1645755857
607,Senador José Porfírio,-2.5908,-51.9542,74.21,96,100,3.15,BR,1645756154
608,Te Karaka,-38.4654,177.8679,63.95,75,97,5.28,NZ,1645756155
609,Hillsborough,37.5741,-122.3794,52.2,70,75,13.8,US,1645756155
610,Richards Bay,-28.783,32.0377,69.69,89,5,6.67,ZA,1645756156
611,Davila,18.4726,120.5763,84.18,78,20,24.11,PH,1645756156
612,Loudi,27.7344,111.9944,46.4,71,10,3.04,CN,1645756156
613,Port Macquarie,-31.4333,152.9167,78.89,85,100,12.26,AU,1645755867
614,San Jose de Guanipa,8.8872,-64.1651,78.78,61,77,11.79,VE,1645756157
615,Shelburne,44.0787,-80.2041,16.75,69,98,10.38,CA,1645756157
616,Karratha,-20.7377,116.8463,101.8,25,11,4.27,AU,1645756158
617,Seara,41.1818,-7.8003,53.71,72,100,7.02,PT,1645756158
618,Northallerton,54.339,-1.4324,40.12,75,20,19.57,GB,1645756159
619,Neo Monastiri,39.2333,22.25,43.02,60,0,3.06,GR,1645756159
620,Yulara,-25.2406,130.9889,91.24,22,0,12.66,AU,1645756160
621,Valparaíso,-33.0393,-71.6273,67.64,55,0,5.75,CL,1645756160
622,Malīhābād,26.9167,80.7167,60.71,69,1,3.44,IN,1645756161
623,Bar Harbor,44.3876,-68.2039,20.26,42,0,7.0,US,1645756161
624,Ostrovnoy,68.0531,39.5131,30.85,81,59,26.13,RU,1645756162
625,Rochegda,62.8,43.25,28.94,92,100,11.63,RU,1645756162
626,Eqbālīyeh,35.3022,51.5358,57.02,43,0,4.7,IR,1645756163
627,Mfou,3.7159,11.6427,71.46,94,40,6.91,CM,1645756163
628,Vazante,-17.9869,-46.9078,70.92,75,73,2.57,BR,1645756164
629,Marsh Harbour,26.5412,-77.0636,73.2,68,0,16.24,BS,1645756164
630,Tamandaré,-8.7597,-35.1047,79.18,74,9,7.49,BR,1645756164
631,Langham,52.3668,-106.9679,-4.99,98,7,5.03,CA,1645756165
632,Bridgetown,13.1,-59.6167,77.49,83,40,12.66,BB,1645755907
633,Tungor,53.3808,142.9564,17.29,83,27,18.21,RU,1645756165
634,Luzino,54.9481,73.0353,19.17,93,0,6.71,RU,1645756166
635,Orlik,52.5178,99.825,-4.04,94,73,2.71,RU,1645756167
636,Southbridge,42.0751,-72.0334,29.19,44,12,1.99,US,1645756167
637,Liberty,31.8335,-81.5004,70.05,77,0,3.0,US,1645756167
638,Bone,51.9669,12.1396,38.25,79,8,13.96,DE,1645756168
639,Lesozavodsk,45.4794,133.4244,20.43,85,12,10.96,RU,1645756168
640,Kuching,1.55,110.3333,79.02,83,40,2.3,MY,1645756169
641,Jacqueville,5.2052,-4.4146,80.51,89,15,6.89,CI,1645756169
642,Osypenko,46.9136,36.8253,39.83,89,100,16.44,UA,1645756170
643,Ous,60.9058,61.5186,4.5,95,5,4.0,RU,1645756170
644,Biak,-0.9131,122.8766,83.64,60,99,6.93,ID,1645756171
645,Esso,55.9333,158.7,8.64,85,100,7.0,RU,1645756171
646,Mauá,-23.6678,-46.4614,74.07,83,36,3.58,BR,1645756172
647,Eskişehir,39.7767,30.5206,35.51,93,100,11.5,TR,1645756172
648,Paita,-5.0892,-81.1144,73.18,79,100,6.64,PE,1645756172
649,Pringsewu,-5.3582,104.9744,80.85,76,100,1.66,ID,1645756173
650,Monywa,22.1167,95.1333,71.51,37,0,7.29,MM,1645756173
651,Inírida,3.8653,-67.9239,74.26,95,91,2.66,CO,1645756174
652,Swellendam,-34.0226,20.4417,71.06,90,99,3.09,ZA,1645756174
653,Räpina,58.0981,27.4636,32.05,78,100,16.46,EE,1645756175
654,Assiniboia,49.6334,-105.9845,-11.29,70,18,5.75,CA,1645756175
655,Znamenskoye,57.1281,73.8282,27.52,88,100,7.94,RU,1645756176
656,Khuzdar,27.7384,66.6434,55.54,29,25,4.23,PK,1645756176
657,Durango,24.8333,-104.8333,60.96,22,5,9.01,MX,1645755961
658,Cookeville,36.1628,-85.5016,64.11,94,75,8.05,US,1645756177
659,Kiama,-34.6833,150.8667,73.58,94,100,1.01,AU,1645756177
660,Hoshangābād,22.75,77.7167,64.36,45,3,5.19,IN,1645756177
661,Lander,42.833,-108.7307,14.81,63,100,6.91,US,1645756178
662,Timizart,36.8,4.2667,53.24,56,100,4.83,DZ,1645756178
663,Manakara,-22.1333,48.0167,75.67,94,100,4.7,MG,1645756179
664,Sāveh,35.0213,50.3566,51.8,55,0,2.55,IR,1645756179
665,Hwange,-18.3693,26.5019,64.8,76,0,1.43,ZW,1645756180
666,Manavālakurichi,8.1333,77.3,80.69,73,5,8.79,IN,1645756180
667,Noumea,-22.2763,166.4572,86.0,99,100,16.42,NC,1645756181
668,Wanning,18.8003,110.3967,59.59,83,100,10.92,CN,1645756181
669,Lethem,3.3803,-59.7968,77.59,82,99,7.81,GY,1645756182
670,Bereda,43.2686,-7.5406,46.99,90,100,8.28,ES,1645756182
671,Chuchkovo,54.2693,41.4465,22.33,95,90,5.91,RU,1645756183
672,Port Shepstone,-30.7414,30.455,74.05,73,57,2.08,ZA,1645756183
673,Srednekolymsk,67.45,153.6833,-9.18,95,100,6.26,RU,1645756183
674,Alugan,12.2188,125.4808,81.28,72,100,14.23,PH,1645756184
675,Senador Guiomard,-10.1522,-67.7392,74.95,94,100,3.31,BR,1645756184
676,Carutapera,-1.195,-46.02,76.33,94,49,6.85,BR,1645756185
677,Oranjemund,-28.55,16.4333,62.56,97,21,8.97,NA,1645756185
678,Omboué,-1.5746,9.2618,78.8,84,73,3.33,GA,1645756186
679,Imbituba,-28.24,-48.6703,78.69,86,44,7.49,BR,1645756186
680,Venado Tuerto,-33.7456,-61.9688,68.77,46,0,8.25,AR,1645756187
681,Yagodnoye,62.55,149.6667,-1.53,96,100,5.23,RU,1645756187
682,Meadow Lake,34.8014,-106.5436,37.11,31,0,8.79,US,1645756188
683,Kodinsk,58.6881,99.1844,6.31,100,100,4.85,RU,1645756188
684,Lanzhou,36.0564,103.7922,36.68,55,100,2.13,CN,1645756189
685,Takoradze,4.8845,-1.7554,78.89,90,64,5.7,GH,1645756189
686,Pitimbu,-7.4706,-34.8086,79.39,71,10,12.33,BR,1645756190
687,Aswān,24.0934,32.907,54.7,40,0,8.05,EG,1645756190
688,Khudumelapye,-23.8833,24.75,69.48,47,9,6.11,BW,1645756191
689,Wakefield,53.6809,-1.499,42.58,82,14,19.91,GB,1645756191
690,Pimenteiras,-6.2453,-41.4192,77.58,65,49,0.87,BR,1645756192
691,Mutoko,-17.397,32.2268,59.7,95,2,1.59,ZW,1645756192
692,Baykit,61.67,96.37,11.44,96,100,3.36,RU,1645756192
693,Rabo de Peixe,37.8,-25.5833,57.27,95,75,4.61,PT,1645756193
694,Ilorin,8.5,4.55,78.12,64,5,6.85,NG,1645756193
695,Sunnyside,46.3237,-120.0087,30.78,72,0,6.91,US,1645756194
696,Zyryanka,65.75,150.85,-8.27,97,100,15.5,RU,1645756194
